seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr6	20402057	20402149	93	*	X06736	1871	20402137	20493945	91809	+	0	overlapStart	0	E2F3
chr6	24402978	24403234	257	*	X06738	57380	24403153	24425816	22664	+	0	overlapStart	0	MRS2
chr6	24667005	24667309	305	*	X06739	51567	24650205	24667115	16911	-	0	overlapStart	0	TDP2
chr6	24667005	24667309	305	*	X06739	55856	24667263	24705295	38033	+	0	overlapStart	0	ACOT13
chr6	24721333	24721728	396	*	X06740	81688	24705090	24719403	14314	-	1929	upstream	1929	C6orf62
chr6	24775238	24775778	541	*	X06741	51053	24775159	24786325	11167	+	0	inside	78	GMNN
chr6	25279247	25279806	560	*	X06742	55604	25279306	25620758	341453	+	0	overlapStart	0	CARMIL1
chr6	26596971	26597218	248	*	X06744	29777	26597171	26600277	3107	+	0	overlapStart	0	ABT1
chr6	26659828	26660128	301	*	X06745	79692	26634611	26659980	25370	-	0	overlapStart	0	ZNF322
chr6	27440510	27441167	658	*	X06746	7738	27418521	27440897	22377	-	0	overlapStart	0	ZNF184
chr6	33547904	33548251	348	*	X06832	578	33540323	33548070	7748	-	0	overlapStart	0	BAK1
chr6	33588746	33589244	499	*	X06834	3710	33589156	33664348	75193	+	0	overlapStart	0	ITPR3
chr6	33679350	33679668	319	*	X06837	84300	33664538	33679528	14991	-	0	overlapStart	0	UQCC2
chr6	34203490	34203735	246	*	X06839	3159	34204577	34214008	9432	+	841	upstream	841	HMGA1
chr6	34216682	34217126	445	*	X06841	221491	34214157	34216904	2748	-	0	overlapStart	0	SMIM29
chr6	34360398	34360720	323	*	X06842	11165	34254973	34360457	105485	-	0	overlapStart	0	NUDT3
chr6	34664432	34664673	242	*	X06845	64771	34555066	34664625	109560	-	0	overlapStart	0	ILRUN
chr6	34664699	34664948	250	*	X06846	64771	34555066	34664625	109560	-	73	upstream	73	ILRUN
chr6	34725079	34725401	323	*	X06847	6631	34724871	34741634	16764	+	0	inside	207	SNRPC
chr6	34855737	34855966	230	*	X06848	23294	34857038	35085320	228283	+	1071	upstream	1071	ANKS1A
chr6	34855737	34855966	230	*	X06848	6882	34845555	34855848	10294	-	0	overlapStart	0	TAF11
chr6	34856888	34857167	280	*	X06849	23294	34857038	35085320	228283	+	0	overlapStart	0	ANKS1A
chr6	34856888	34857167	280	*	X06849	6882	34845555	34855848	10294	-	1039	upstream	1039	TAF11
chr6	35310281	35310498	218	*	X06852	5467	35310335	35395968	85634	+	0	overlapStart	0	PPARD
chr6	35420065	35420319	255	*	X06853	2178	35420138	35434881	14744	+	0	overlapStart	0	FANCE
chr6	35436011	35436178	168	*	X06854	4736	35436178	35438558	2381	+	0	overlapStart	0	RPL10A
chr6	35464810	35465496	687	*	X06857	7005	35441374	35464861	23488	-	0	overlapStart	0	TEAD3
chr6	35695725	35696188	464	*	X06860	2289	35541362	35696397	155036	-	0	inside	208	FKBP5
chr6	35888750	35889068	319	*	X06861	6732	35800811	35888957	88147	-	0	overlapStart	0	SRPK1
chr6	35995433	35995624	192	*	X06862	1432	35995454	36079013	83560	+	0	overlapStart	0	MAPK14
chr6	36409239	36409480	242	*	X06865	222658	36410544	36458315	47772	+	1063	upstream	1063	KCTD20
chr6	36410575	36410936	362	*	X06866	222658	36410544	36458315	47772	+	0	inside	30	KCTD20
chr6	36410575	36410936	362	*	X06866	222659	36358329	36410666	52338	-	0	overlapStart	0	PXT1
chr6	36514937	36515448	512	*	X06867	11329	36461669	36515247	53579	-	0	overlapStart	0	STK38
chr6	36561879	36562099	221	*	X06868	6428	36562090	36572244	10155	+	0	overlapStart	0	SRSF3
chr6	36953836	36954437	602	*	X06875	23787	36935911	36954327	18417	-	0	overlapStart	0	MTCH1
chr6	37137303	37137621	319	*	X06882	5292	37137922	37143204	5283	+	300	upstream	300	PIM1
chr6	37137871	37138036	166	*	X06883	5292	37137922	37143204	5283	+	0	overlapStart	0	PIM1
chr6	37225459	37225638	180	*	X06885	221468	37179954	37225931	45978	-	0	inside	292	TMEM217
chr6	37225459	37225638	180	*	X06885	55633	37225548	37300746	75199	+	0	overlapStart	0	TBC1D22B
chr6	37400809	37401043	235	*	X06886	23070	37400907	37449284	48378	+	0	overlapStart	0	CMTR1
chr6	37467405	37467892	488	*	X06887	154467	37450697	37467700	17004	-	0	overlapStart	0	CCDC167
chr6	37787063	37787580	518	*	X06895	60685	37787307	38122399	335093	+	0	overlapStart	0	ZFAND3
chr6	38670797	38671051	255	*	X06896	2739	38643702	38670952	27251	-	0	overlapStart	0	GLO1
chr6	39197228	39197455	228	*	X06898	8645	39156747	39197251	40505	-	0	overlapStart	0	KCNK5
chr6	41039974	41041045	1072	*	X06900	221443	41034531	41040268	5738	-	0	overlapStart	0	OARD1
chr6	41039974	41041045	1072	*	X06900	222643	40994640	41039015	44376	-	958	upstream	958	UNC5CL
chr6	41039974	41041045	1072	*	X06900	4800	41040707	41070146	29440	+	0	overlapStart	0	NFYA
chr6	41041506	41041699	194	*	X06901	221443	41034531	41040268	5738	-	1237	upstream	1237	OARD1
chr6	41513906	41514368	463	*	X06902	116113	41514164	41570122	55959	+	0	overlapStart	0	FOXP4
chr6	41604561	41604980	420	*	X06903	4188	41606195	41621982	15788	+	1214	upstream	1214	MDFI
chr6	41747665	41747987	323	*	X06907	10817	41737914	41747630	9717	-	34	upstream	34	FRS3
chr6	41747665	41747987	323	*	X06907	29964	41748500	41757634	9135	+	512	upstream	512	PRICKLE4
chr6	41888819	41889290	472	*	X06909	705	41888965	41900784	11820	+	0	overlapStart	0	BYSL
chr6	41888819	41889290	472	*	X06909	9477	41873092	41888877	15786	-	0	overlapStart	0	MED20
chr6	42110307	42110722	416	*	X06915	647024	42068857	42110715	41859	-	0	overlapStart	0	C6orf132
chr6	42420840	42421122	283	*	X06920	55809	42192669	42419865	227197	-	974	upstream	974	TRERF1
chr6	42531541	42532095	555	*	X06921	23304	42531760	42661243	129484	+	0	overlapStart	0	UBR2
chr6	42713776	42714131	356	*	X06922	6903	42712234	42713884	1651	-	0	overlapStart	0	TBCC
chr6	42714549	42714921	373	*	X06923	6903	42712234	42713884	1651	-	664	upstream	664	TBCC
chr6	42858521	42858933	413	*	X06924	441150	42858003	42858554	552	-	0	overlapStart	0	C6orf226
chr6	42896834	42897283	450	*	X06925	10695	42896860	42907008	10149	+	0	overlapStart	0	CNPY3
chr6	42951839	42952423	585	*	X06926	5528	42952237	42980083	27847	+	0	overlapStart	0	PPP2R5D
chr6	42981576	42982009	434	*	X06927	116138	42981841	42989036	7196	+	0	overlapStart	0	KLHDC3
chr6	42981576	42982009	434	*	X06927	4201	42948082	42981660	33579	-	0	overlapStart	0	MEA1
chr6	43021359	43021783	425	*	X06928	9820	43005355	43021683	16329	-	0	overlapStart	0	CUL7
chr6	43027103	43027456	354	*	X06929	51069	43021767	43027242	5476	-	0	overlapStart	0	MRPL2
chr6	43138403	43139367	965	*	X06930	6722	43138920	43149244	10325	+	0	overlapStart	0	SRF
chr6	43337200	43337418	219	*	X06932	24149	43278871	43337181	58311	-	18	upstream	18	ZNF318
chr6	43337491	43337621	131	*	X06933	24149	43278871	43337181	58311	-	309	upstream	309	ZNF318
chr6	43395213	43395777	565	*	X06934	89845	43395292	43418163	22872	+	0	overlapStart	0	ABCC10
chr6	43478030	43478276	247	*	X06936	221424	43474703	43478081	3379	-	0	overlapStart	0	LRRC73
chr6	43484544	43484936	393	*	X06937	25844	43479565	43484728	5164	-	0	overlapStart	0	YIPF3
chr6	43484544	43484936	393	*	X06937	9533	43484777	43497114	12338	+	0	overlapStart	0	POLR1C
chr6	43543607	43544131	525	*	X06938	5429	43543878	43588260	44383	+	0	overlapStart	0	POLH
chr6	43543607	43544131	525	*	X06938	57510	43490068	43543812	53745	-	0	overlapStart	0	XPO5
chr6	43596993	43597080	88	*	X06939	54676	43588218	43596936	8719	-	56	upstream	56	GTPBP2
chr6	43596993	43597080	88	*	X06939	9587	43597279	43608688	11410	+	198	upstream	198	MAD2L1BP
chr6	43597087	43597492	406	*	X06940	54676	43588218	43596936	8719	-	150	upstream	150	GTPBP2
chr6	43597087	43597492	406	*	X06940	9587	43597279	43608688	11410	+	0	overlapStart	0	MAD2L1BP
chr6	43597733	43598081	349	*	X06941	54676	43588218	43596936	8719	-	796	upstream	796	GTPBP2
chr6	43737625	43738052	428	*	X06945	7422	43737946	43754223	16278	+	0	overlapStart	0	VEGFA
chr6	44095072	44095267	196	*	X06948	55362	44095376	44123256	27881	+	108	upstream	108	TMEM63B
chr6	44095072	44095267	196	*	X06948	64928	44081373	44095191	13819	-	0	overlapStart	0	MRPL14
chr6	44233190	44233411	222	*	X06950	4794	44225903	44233525	7623	-	0	inside	113	NFKBIE
chr6	45345623	45346022	400	*	X06951	8464	44777054	45345788	568735	-	0	overlapStart	0	SUPT3H
chr6	46620496	46620498	3	*	X06952	51302	46517445	46620523	103079	-	0	inside	24	CYP39A1
chr6	46620496	46620498	3	*	X06952	9481	46620652	46645927	25276	+	153	upstream	153	SLC25A27
chr6	46620711	46620800	90	*	X06953	51302	46517445	46620523	103079	-	187	upstream	187	CYP39A1
chr6	46620711	46620800	90	*	X06953	9481	46620652	46645927	25276	+	0	inside	58	SLC25A27
chr6	47277546	47277857	312	*	X06958	27242	47199268	47277680	78413	-	0	overlapStart	0	TNFRSF21
chr6	47445344	47445663	320	*	X06959	23607	47445525	47594996	149472	+	0	overlapStart	0	CD2AP
chr6	49430890	49431103	214	*	X06960	4594	49398073	49431041	32969	-	0	overlapStart	0	MMUT
chr6	49430890	49431103	214	*	X06960	55166	49431096	49460820	29725	+	0	overlapStart	0	CENPQ
chr6	52149355	52149702	348	*	X06961	4172	52128812	52149679	20868	-	0	overlapStart	0	MCM3
chr6	52149740	52149870	131	*	X06962	4172	52128812	52149679	20868	-	60	upstream	60	MCM3
chr6	52284810	52285287	478	*	X06963	114327	52284994	52387892	102899	+	0	overlapStart	0	EFHC1
chr6	52441763	52442195	433	*	X06965	401264	52442000	52448791	6792	+	0	overlapStart	0	TRAM2-AS1
chr6	52441763	52442195	433	*	X06965	9697	52362200	52441862	79663	-	0	overlapStart	0	TRAM2
chr6	52535740	52535975	236	*	X06966	28978	52535884	52551385	15502	+	0	overlapStart	0	TMEM14A
chr6	54711254	54711588	335	*	X06969	222584	54711569	54809897	98329	+	0	overlapStart	0	FAM83B
chr6	56954707	56954973	267	*	X06971	26036	56954808	57035098	80291	+	0	overlapStart	0	ZNF451
chr6	70506717	70507137	421	*	X06974	55788	70385641	70507049	121409	-	0	overlapStart	0	LMBRD1
chr6	71122886	71123281	396	*	X06975	57579	71123107	71270877	147771	+	0	overlapStart	0	FAM135A
chr6	74230765	74231263	499	*	X06976	1915	74225473	74230755	5283	-	9	upstream	9	EEF1A1
chr6	74363617	74363965	349	*	X06977	26503	74303102	74363737	60636	-	0	overlapStart	0	SLC17A5
chr6	75994492	75994822	331	*	X06978	100506804	75994730	76001580	6851	+	0	overlapStart	0	TMEM30A-DT
chr6	75994492	75994822	331	*	X06978	55754	75962638	75994632	31995	-	0	overlapStart	0	TMEM30A
chr6	80714067	80714365	299	*	X06979	7272	80714322	80752244	37923	+	0	overlapStart	0	TTK
chr6	80816119	80816208	90	*	X06980	594	80816344	81055987	239644	+	135	upstream	135	BCKDHB
chr6	80816330	80816418	89	*	X06981	594	80816344	81055987	239644	+	0	overlapStart	0	BCKDHB
chr6	86303566	86303872	307	*	X06982	57231	86215215	86303629	88415	-	0	overlapStart	0	SNX14
chr6	86352819	86353580	762	*	X06983	10492	86317502	86353043	35542	-	0	overlapStart	0	SYNCRIP
chr6	86388471	86388849	379	*	X06984	26799	86387012	86387086	75	-	1384	upstream	1384	SNORD50A
chr6	86388471	86388849	379	*	X06984	387066	86386725	86388451	1727	-	19	upstream	19	SNHG5
chr6	86388471	86388849	379	*	X06984	692088	86387307	86387377	71	-	1093	upstream	1093	SNORD50B
chr6	88299675	88299943	269	*	X06986	23595	88299785	88377172	77388	+	0	overlapStart	0	ORC3
chr6	88299675	88299943	269	*	X06986	57038	88224096	88299735	75640	-	0	overlapStart	0	RARS2
chr6	89673253	89673401	149	*	X06988	8732	89319989	89673348	353360	-	0	overlapStart	0	RNGTT
chr6	89673450	89673557	108	*	X06989	8732	89319989	89673348	353360	-	101	upstream	101	RNGTT
chr6	89790163	89790450	288	*	X06990	10957	89790429	89794879	4451	+	0	overlapStart	0	PNRC1
chr6	90062454	90062697	244	*	X06991	51465	90036344	90062619	26276	-	0	overlapStart	0	UBE2J1
chr6	90539299	90539378	80	*	X06992	9994	90539619	90584155	44537	+	240	upstream	240	CASP8AP2
chr6	90539489	90539639	151	*	X06993	9994	90539619	90584155	44537	+	0	overlapStart	0	CASP8AP2
chr6	99963241	99963501	261	*	X06994	85015	99880184	99963308	83125	-	0	overlapStart	0	USP45
chr6	106773223	106773835	613	*	X06995	9474	106632352	106773695	141344	-	0	overlapStart	0	ATG5
chr6	107349261	107349633	373	*	X06997	51250	107349407	107372547	23141	+	0	overlapStart	0	MTRES1
chr6	107780685	107780986	302	*	X06998	57107	107473761	107780779	307019	-	0	overlapStart	0	PDSS2
chr6	108279377	108279461	85	*	X06999	11231	108188960	108279482	90523	-	0	inside	20	SEC63
chr6	108279545	108279667	123	*	X07000	11231	108188960	108279482	90523	-	62	upstream	62	SEC63
chr6	108582117	108582589	473	*	X07001	8724	108532717	108582464	49748	-	0	overlapStart	0	SNX3
chr6	108879648	108879824	177	*	X07002	2309	108881026	109005971	124946	+	1201	upstream	1201	FOXO3
chr6	109415708	109416420	713	*	X07006	27244	109307640	109415708	108069	-	0	overlapStart	0	SESN1
chr6	109415708	109416420	713	*	X07006	285753	109416356	109485115	68760	+	0	overlapStart	0	CEP57L1
chr6	109761656	109762057	402	*	X07007	6610	109761931	109765122	3192	+	0	overlapStart	0	SMPD2
chr6	109804364	109804887	524	*	X07008	9841	109783719	109804440	20722	-	0	overlapStart	0	ZBTB24
chr6	111136474	111136895	422	*	X07009	23097	110931181	111136837	205657	-	0	overlapStart	0	CDK19
chr6	116892224	116892675	452	*	X07014	51389	116892583	116914436	21854	+	0	overlapStart	0	RWDD1
chr6	117803532	117804135	604	*	X07015	285761	117803820	117891020	87201	+	0	overlapStart	0	DCBLD1
chr6	117923563	117923848	286	*	X07016	57120	117639351	117923705	284355	-	0	overlapStart	0	GOPC
chr6	117996445	117996668	224	*	X07017	116150	117996617	118031886	35270	+	0	overlapStart	0	NUS1
chr6	119215102	119215127	26	*	X07018	25842	119215241	119230335	15095	+	113	upstream	113	ASF1A
chr6	119215191	119215325	135	*	X07019	25842	119215241	119230335	15095	+	0	overlapStart	0	ASF1A
chr6	122720423	122720559	137	*	X07020	3298	122720696	122754264	33569	+	136	upstream	136	HSF2
chr6	122720736	122720860	125	*	X07021	3298	122720696	122754264	33569	+	0	inside	39	HSF2
chr6	128841590	128841982	393	*	X07025	5796	128289924	128841870	551947	-	0	overlapStart	0	PTPRK
chr6	133135331	133135660	330	*	X07027	594839	133136446	133138490	2045	+	785	upstream	785	SNORA33
chr6	133135331	133135660	330	*	X07027	6206	133135708	133138703	2996	+	47	upstream	47	RPS12
chr6	136571363	136571653	291	*	X07028	113115	136552168	136571449	19282	-	0	overlapStart	0	MTFR2
chr6	136610915	136611176	262	*	X07029	9774	136578001	136610989	32989	-	0	overlapStart	0	BCLAF1
chr6	136871492	136871728	237	*	X07030	9053	136663419	136871957	208539	-	0	inside	228	MAP7
chr6	137113461	137113795	335	*	X07031	4217	136878187	137113656	235470	-	0	overlapStart	0	MAP3K5
chr6	138188022	138188612	591	*	X07032	7128	138188325	138204451	16127	+	0	overlapStart	0	TNFAIP3
chr6	138428494	138428841	348	*	X07033	64065	138409642	138428660	19019	-	0	overlapStart	0	PERP
chr6	138725158	138725409	252	*	X07034	23593	138725336	138734582	9247	+	0	overlapStart	0	HEBP2
chr6	139456215	139456355	141	*	X07036	51696	139456249	139501946	45698	+	0	overlapStart	0	HECA
chr6	143267458	143267844	387	*	X07037	3097	143072604	143266338	193735	-	1119	upstream	1119	HIVEP2
chr6	144416742	144417023	282	*	X07040	83443	144416018	144416754	737	-	0	overlapStart	0	SF3B5
chr6	146864698	146864934	237	*	X07042	10981	146864828	146876086	11259	+	0	overlapStart	0	RAB32
chr6	149887237	149887279	43	*	X07043	116254	149887528	149912067	24540	+	248	upstream	248	GINM1
chr6	149887473	149887608	136	*	X07044	116254	149887528	149912067	24540	+	0	overlapStart	0	GINM1
chr6	149969693	149970093	401	*	X07045	11104	149916011	149969940	53930	-	0	overlapStart	0	KATNA1
chr6	150185263	150185720	458	*	X07047	84918	150139894	150185480	45587	-	0	overlapStart	0	LRP11
chr6	150326351	150326511	161	*	X07048	646024	150319155	150326280	7126	-	70	upstream	70	RAET1K
chr6	150390126	150390359	234	*	X07049	79465	150383341	150390283	6943	-	0	overlapStart	0	ULBP3
chr6	150390509	150390533	25	*	X07050	79465	150383341	150390283	6943	-	225	upstream	225	ULBP3
chr6	151773190	151773333	144	*	X07053	55005	151725897	151773316	47420	-	0	overlapStart	0	RMND1
chr6	151773190	151773333	144	*	X07053	79624	151773422	151791232	17811	+	88	upstream	88	ARMT1
chr6	151773477	151773526	50	*	X07054	55005	151725897	151773316	47420	-	160	upstream	160	RMND1
chr6	151773477	151773526	50	*	X07054	79624	151773422	151791232	17811	+	0	inside	54	ARMT1
chr6	155635590	155635974	385	*	X07056	51106	155577264	155635617	58354	-	0	overlapStart	0	TFB1M
chr6	158589291	158589524	234	*	X07057	404672	158589379	158620376	30998	+	0	overlapStart	0	GTF2H5
chr6	158589291	158589524	234	*	X07057	84947	158530536	158589312	58777	-	0	overlapStart	0	SERAC1
chr6	159065714	159066062	349	*	X07058	6993	159057507	159065804	8298	-	0	overlapStart	0	DYNLT1
chr6	159420759	159421417	659	*	X07061	83861	159398266	159421198	22933	-	0	overlapStart	0	RSPH3
chr6	160147954	160148143	190	*	X07062	9589	160148030	160177352	29323	+	0	overlapStart	0	WTAP
chr6	160183302	160183563	262	*	X07063	100129518	160181291	160183364	2074	-	0	overlapStart	0	SOD2-OT1
chr6	163148586	163148830	245	*	X07064	5071	161768590	163148834	1380245	-	0	inside	3	PRKN
chr6	163149075	163149098	24	*	X07065	5071	161768590	163148834	1380245	-	240	upstream	240	PRKN
chr6	166796330	166796446	117	*	X07066	51660	166778408	166796501	18094	-	0	inside	54	MPC1
chr6	166796629	166796737	109	*	X07067	51660	166778408	166796501	18094	-	127	upstream	127	MPC1
chr6	167412406	167412928	523	*	X07070	100500857	167411295	167411400	106	-	1005	upstream	1005	MIR3939
chr6	167412406	167412928	523	*	X07070	11116	167412816	167454066	41251	+	0	overlapStart	0	CEP43
chr6	167412406	167412928	523	*	X07070	1235	167412816	167552629	139814	+	0	overlapStart	0	CCR6
chr6	170102093	170102346	254	*	X07072	253769	169857303	170102159	244857	-	0	overlapStart	0	WDR27
chr6	170102093	170102346	254	*	X07072	387263	170102257	170106402	4146	+	0	overlapStart	0	C6orf120
chr6	170151615	170151832	218	*	X07073	55780	170151721	170181617	29897	+	0	overlapStart	0	ERMARD
chr6	170151615	170151832	218	*	X07073	6991	170140215	170151638	11424	-	0	overlapStart	0	DYNLT2
chr6	170615497	170616004	508	*	X07074	84498	170615844	170714237	98394	+	0	overlapStart	0	FAM120B
chr6	170893677	170893881	205	*	X07076	5134	170884660	170893780	9121	-	0	overlapStart	0	PDCD2
chr5	218166	218484	319	*	X07077	133957	204875	218297	13423	-	0	overlapStart	0	CCDC127
chr5	218166	218484	319	*	X07077	6389	218356	256814	38459	+	0	overlapStart	0	SDHA
chr5	271334	271881	548	*	X07078	10016	271736	315089	43354	+	0	overlapStart	0	PDCD6
chr5	473063	473232	170	*	X07079	25845	470625	473080	2456	-	0	overlapStart	0	PP7080
chr5	473323	473708	386	*	X07080	25845	470625	473080	2456	-	242	upstream	242	PP7080
chr5	612182	612643	462	*	X07081	100996325	602284	612325	10042	-	0	overlapStart	0	LOC100996325
chr5	612182	612643	462	*	X07081	55722	612405	653666	41262	+	0	overlapStart	0	CEP72
chr5	693350	693460	111	*	X07082	11076	659977	693510	33534	-	0	inside	49	TPPP
chr5	693576	693793	218	*	X07083	11076	659977	693510	33534	-	65	upstream	65	TPPP
chr5	892727	893146	420	*	X07085	65980	863850	892939	29090	-	0	overlapStart	0	BRD9
chr5	892727	893146	420	*	X07085	9319	892969	918164	25196	+	0	overlapStart	0	TRIP13
chr5	1345192	1345443	252	*	X07089	81037	1318000	1345002	27003	-	189	upstream	189	CLPTM1L
chr5	2751803	2752503	701	*	X07090	153571	2752262	2755511	3250	+	0	overlapStart	0	C5orf38
chr5	2751803	2752503	701	*	X07090	153572	2746279	2751769	5491	-	33	upstream	33	IRX2
chr5	5422172	5422958	787	*	X07091	23379	5422786	5490347	67562	+	0	overlapStart	0	ICE1
chr5	6378543	6378857	315	*	X07092	84246	6372039	6378639	6601	-	0	overlapStart	0	MED10
chr5	6633151	6633640	490	*	X07093	54888	6599352	6633473	34122	-	0	overlapStart	0	NSUN2
chr5	6633151	6633640	490	*	X07093	6715	6633500	6669675	36176	+	0	overlapStart	0	SRD5A1
chr5	6712894	6713677	784	*	X07094	11044	6714718	6757161	42444	+	1040	upstream	1040	TENT4A
chr5	7869057	7869486	430	*	X07096	4552	7869217	7901235	32019	+	0	overlapStart	0	MTRR
chr5	7869057	7869486	430	*	X07096	79072	7859272	7869150	9879	-	0	overlapStart	0	FASTKD3
chr5	10353509	10354083	575	*	X07097	10299	10353751	10440500	86750	+	0	overlapStart	0	MARCHF6
chr5	10441833	10442130	298	*	X07098	100505845	10440847	10441963	1117	-	0	overlapStart	0	ROPN1L-AS1
chr5	10441833	10442130	298	*	X07098	83853	10441974	10465138	23165	+	0	overlapStart	0	ROPN1L
chr5	10761252	10761490	239	*	X07100	1611	10679342	10761387	82046	-	0	overlapStart	0	DAP
chr5	14143088	14143634	547	*	X07102	7204	14143829	14509458	365630	+	194	upstream	194	TRIO
chr5	14664378	14664921	544	*	X07104	90268	14664783	14699842	35060	+	0	overlapStart	0	OTULIN
chr5	14871894	14872146	253	*	X07105	56172	14704909	14871887	166979	-	6	upstream	6	ANKH
chr5	16936134	16936697	564	*	X07109	4651	16662016	16936385	274370	-	0	overlapStart	0	MYO10
chr5	31532071	31532477	407	*	X07110	29102	31400602	31532282	131681	-	0	overlapStart	0	DROSHA
chr5	31532071	31532477	407	*	X07110	55322	31532373	31555165	22793	+	0	overlapStart	0	C5orf22
chr5	32174288	32174687	400	*	X07111	64083	32124824	32174425	49602	-	0	overlapStart	0	GOLPH3
chr5	32312799	32313163	365	*	X07112	54545	32227111	32313114	86004	-	0	overlapStart	0	MTMR12
chr5	32313253	32313442	190	*	X07113	54545	32227111	32313114	86004	-	138	upstream	138	MTMR12
chr5	33440569	33441225	657	*	X07115	6897	33440802	33468196	27395	+	0	overlapStart	0	TARS1
chr5	34007700	34008469	770	*	X07116	23600	33987091	34008220	21130	-	0	overlapStart	0	AMACR
chr5	34915355	34915834	480	*	X07118	55299	34915820	34925787	9968	+	0	overlapStart	0	BRIX1
chr5	34929648	34930152	505	*	X07119	134218	34929698	34959069	29372	+	0	overlapStart	0	DNAJC21
chr5	36151853	36152265	413	*	X07120	6502	36152145	36184142	31998	+	0	overlapStart	0	SKP2
chr5	36151853	36152265	413	*	X07120	92255	36103414	36152015	48602	-	0	overlapStart	0	LMBRD2
chr5	36241851	36242567	717	*	X07121	133686	36192694	36242258	49565	-	0	overlapStart	0	NADK2
chr5	36876714	36876961	248	*	X07123	25836	36876861	37065921	189061	+	0	overlapStart	0	NIPBL
chr5	36876714	36876961	248	*	X07123	646719	36871463	36876796	5334	-	0	overlapStart	0	NIPBL-DT
chr5	37249192	37249393	202	*	X07124	65250	37106330	37249530	143201	-	0	inside	136	CPLANE1
chr5	37371164	37371686	523	*	X07125	9631	37291941	37371197	79257	-	0	overlapStart	0	NUP155
chr5	38845685	38846195	511	*	X07127	9180	38845960	38935743	89784	+	0	overlapStart	0	OSMR
chr5	39074457	39074808	352	*	X07128	253260	38938022	39074501	136480	-	0	overlapStart	0	RICTOR
chr5	40679205	40680177	973	*	X07130	5734	40680032	40693837	13806	+	0	overlapStart	0	PTGER4
chr5	40755956	40756325	370	*	X07131	23548	40711678	40756072	44395	-	0	overlapStart	0	TTC33
chr5	40798189	40798518	330	*	X07132	5562	40759481	40798297	38817	-	0	overlapStart	0	PRKAA1
chr5	40835304	40835706	403	*	X07133	6167	40831430	40835387	3958	-	0	overlapStart	0	RPL37
chr5	41870373	41870904	532	*	X07134	5019	41730167	41870791	140625	-	0	overlapStart	0	OXCT1
chr5	41904359	41904539	181	*	X07135	285636	41904470	41921738	17269	+	0	overlapStart	0	C5orf51
chr5	41925128	41925416	289	*	X07136	26272	41925356	41941672	16317	+	0	overlapStart	0	FBXO4
chr5	43064921	43065204	284	*	X07137	100506639	43067125	43093660	26536	+	1920	upstream	1920	LOC100506639
chr5	43120969	43121779	811	*	X07138	7690	43120985	43192123	71139	+	0	overlapStart	0	ZNF131
chr5	43313367	43313965	599	*	X07139	3157	43287572	43313614	26043	-	0	overlapStart	0	HMGCS1
chr5	43483628	43484183	556	*	X07140	64417	43444354	43483992	39639	-	0	overlapStart	0	TMEM267
chr5	43515136	43515397	262	*	X07141	375444	43486803	43515273	28471	-	0	overlapStart	0	C5orf34
chr5	43556840	43557313	474	*	X07142	10605	43526370	43557521	31152	-	0	inside	207	PAIP1
chr5	44808873	44809169	297	*	X07143	10884	44809027	44815618	6592	+	0	overlapStart	0	MRPS30
chr5	52284855	52285300	446	*	X07145	3673	52285156	52390609	105454	+	0	overlapStart	0	ITGA2
chr5	52405516	52405856	341	*	X07146	257396	52405687	52410952	5266	+	0	overlapStart	0	LOC257396
chr5	52405516	52405856	341	*	X07146	4338	52393895	52405598	11704	-	0	overlapStart	0	MOCS2
chr5	53606290	53606661	372	*	X07147	54622	53180614	53606403	425790	-	0	overlapStart	0	ARL15
chr5	54529385	54529713	329	*	X07148	10309	54526981	54529508	2528	-	0	overlapStart	0	CCNO
chr5	54830630	54831081	452	*	X07149	379013	54824670	54830370	5701	-	259	upstream	259	RNF138P1
chr5	54830630	54831081	452	*	X07149	8611	54720670	54830906	110237	-	0	overlapStart	0	PLPP1
chr5	55008159	55008347	189	*	X07150	153129	54921673	55008554	86882	-	0	inside	206	SLC38A9
chr5	55290552	55291087	536	*	X07151	3572	55230925	55290821	59897	-	0	overlapStart	0	IL6ST
chr5	55290552	55291087	536	*	X07151	441072	55290995	55299475	8481	+	0	overlapStart	0	FLJ31104
chr5	56110876	56111440	565	*	X07153	4214	56110900	56191978	81079	+	0	overlapStart	0	MAP3K1
chr5	56205060	56205708	649	*	X07154	133383	56205087	56221359	16273	+	0	overlapStart	0	SETD9
chr5	56469332	56470016	685	*	X07156	65056	56469775	56560506	90732	+	0	overlapStart	0	GPBP1
chr5	57755870	57756151	282	*	X07159	10769	57749810	57755966	6157	-	0	overlapStart	0	PLK2
chr5	60626835	60626995	161	*	X07163	57688	60628100	60841999	213900	+	1104	upstream	1104	ZSWIM6
chr5	60627386	60627868	483	*	X07164	57688	60628100	60841999	213900	+	231	upstream	231	ZSWIM6
chr5	61601670	61602196	527	*	X07166	3796	61601989	61683011	81023	+	0	overlapStart	0	KIF2A
chr5	61699334	61699963	630	*	X07167	27292	61684351	61699728	15378	-	0	overlapStart	0	DIMT1
chr5	61708372	61708579	208	*	X07168	51194	61708573	61924416	215844	+	0	overlapStart	0	IPO11
chr5	65017786	65018310	525	*	X07169	54557	64961755	65017941	56187	-	0	overlapStart	0	SGTB
